league_id,match_week,home_team,away_team,result
3,27,Wolfsburg,Heidenheim,-1
3,27,Holstein Kiel,Werder Bremen,-1
3,27,Hoffenheim,Augsburg,0
3,27,Eintracht Frankfurt,Stuttgart,1
3,27,Freiburg,Union Berlin,-1
3,27,Borussia Dortmund,Mainz 05,1
3,28,Augsburg,Bayern Münih,-1
3,28,Heidenheim,Leverkusen,-1
3,28,Freiburg,Borussia Dortmund,-1
3,28,Mainz 05,Holstein Kiel,0
3,28,RB Leipzig,Hoffenheim,1
3,28,Bochum,Stuttgart,-1
3,28,Werder Bremen,Eintracht Frankfurt,1
3,28,St. Pauli,Mönchengladbach,0
3,28,Union Berlin,Wolfsburg,1
3,29,Wolfsburg,RB Leipzig,-1
3,29,Hoffenheim,Mainz 05,1
3,29,Mönchengladbach,Freiburg,-1
3,29,Bochum,Augsburg,-1
3,29,Leverkusen,Union Berlin,0
3,29,Holstein Kiel,St. Pauli,-1
3,29,Bayern Münih,Borussia Dortmund,0
3,29,Stuttgart,Werder Bremen,-1
3,29,Eintracht Frankfurt,Heidenheim,1
3,30,Werder Bremen,Bochum,1
3,30,Mainz 05,Wolfsburg,0
3,30,RB Leipzig,Holstein Kiel,0
3,30,Heidenheim,Bayern Münih,-1
3,30,Freiburg,Hoffenheim,1
3,30,Union Berlin,Stuttgart,0
3,30,Augsburg,Eintracht Frankfurt,0
3,30,Borussia Dortmund,Mönchengladbach,1
3,30,St. Pauli,Leverkusen,0
3,31,Stuttgart,Heidenheim,-1
3,31,Leverkusen,Augsburg,1
3,31,Holstein Kiel,Mönchengladbach,1
3,31,Hoffenheim,Borussia Dortmund,-1
3,31,Bayern Münih,Mainz 05,1
3,31,Wolfsburg,Freiburg,-1
3,31,Eintracht Frankfurt,RB Leipzig,1
3,31,Bochum,Union Berlin,0
3,31,Werder Bremen,St. Pauli,0
3,32,Heidenheim,Bochum,0
3,32,Mönchengladbach,Hoffenheim,0
3,32,Union Berlin,Werder Bremen,0
3,32,RB Leipzig,Bayern Münih,0
3,32,St. Pauli,Stuttgart,-1
3,32,Borussia Dortmund,Wolfsburg,1
3,32,Augsburg,Holstein Kiel,-1
3,32,Freiburg,Leverkusen,0
3,32,Mainz 05,Eintracht Frankfurt,0
3,33,Wolfsburg,Hoffenheim,0
3,33,Holstein Kiel,Freiburg,-1
3,33,Bochum,Mainz 05,-1
3,33,Werder Bremen,RB Leipzig,0
3,33,Union Berlin,Heidenheim,-1
3,33,Bayern Münih,Mönchengladbach,1
3,33,Leverkusen,Borussia Dortmund,-1
3,33,Eintracht Frankfurt,St. Pauli,0
3,33,Stuttgart,Augsburg,1
3,34,Hoffenheim,Bayern Münih,-1
3,34,Heidenheim,Werder Bremen,-1
3,34,Mönchengladbach,Wolfsburg,-1
3,34,Augsburg,Union Berlin,-1
3,34,Borussia Dortmund,Holstein Kiel,1
3,34,RB Leipzig,Stuttgart,-1
3,34,Freiburg,Eintracht Frankfurt,-1
3,34,Mainz 05,Leverkusen,0
3,34,St. Pauli,Bochum,-1
4,1,Le Havre,PSG,-1
4,1,Brest,Marsilya,-1
4,1,Reims,Lille,-1
4,1,Monaco,Saint-Étienne,1
4,1,Auxerre,Nice,1
4,1,Montpellier,RC Strasbourg,0
4,1,Toulouse,Nantes,0
4,1,Angers,Lens,-1
4,1,Rennes,Lyon,1
4,2,PSG,Montpellier,1
4,2,Lyon,Monaco,-1
4,2,Lille,Angers,1
4,2,Saint-Étienne,Le Havre,-1
4,2,Lens,Brest,1
4,2,RC Strasbourg,Rennes,1
4,2,Nantes,Auxerre,1
4,2,Nice,Toulouse,0
4,2,Marsilya,Reims,0
4,3,Lyon,RC Strasbourg,1
4,3,Brest,Saint-Étienne,1
4,3,Montpellier,Nantes,-1
4,3,Toulouse,Marsilya,-1
4,3,Monaco,Lens,0
4,3,Le Havre,Auxerre,1
4,3,Reims,Rennes,1
4,3,Angers,Nice,-1
4,3,Lille,PSG,-1
4,4,Saint-Étienne,Lille,1
4,4,Marsilya,Nice,1
4,4,Auxerre,Monaco,-1
4,4,PSG,Brest,1
4,4,Rennes,Montpellier,1
4,4,Toulouse,Le Havre,1
4,4,Nantes,Reims,-1
4,4,RC Strasbourg,Angers,0
4,4,Lens,Lyon,0
4,5,Nice,Saint-Étienne,1
4,5,Lille,RC Strasbourg,0
4,5,Rennes,Lens,0
4,5,Reims,PSG,0
4,5,Monaco,Le Havre,1
4,5,Angers,Nantes,0
4,5,Montpellier,Auxerre,1
4,5,Brest,Toulouse,1
4,5,Lyon,Marsilya,-1
4,6,Auxerre,Brest,1
4,6,PSG,Rennes,1
4,6,Lens,Nice,0
4,6,Le Havre,Lille,-1
4,6,Monaco,Montpellier,1
4,6,Toulouse,Lyon,-1
4,6,Nantes,Saint-Étienne,0
4,6,Angers,Reims,-1
4,6,RC Strasbourg,Marsilya,1
4,7,Marsilya,Angers,0
4,7,Saint-Étienne,Auxerre,1
4,7,Lille,Toulouse,1
4,7,Rennes,Monaco,-1
4,7,Lyon,Nantes,1
4,7,Reims,Montpellier,1
4,7,RC Strasbourg,Lens,0
4,7,Brest,Le Havre,1
4,7,Nice,PSG,0
4,8,Monaco,Lille,0
4,8,Brest,Rennes,0
4,8,Saint-Étienne,Lens,-1
4,8,PSG,RC Strasbourg,1
4,8,Le Havre,Lyon,-1
4,8,Toulouse,Angers,0
4,8,Nantes,Nice,0
4,8,Auxerre,Reims,1
4,8,Montpellier,Marsilya,-1
4,9,Rennes,Le Havre,1
4,9,Angers,Saint-Étienne,1
4,9,Reims,Brest,-1
4,9,Lens,Lille,-1
4,9,Lyon,Auxerre,0
4,9,Nice,Monaco,1
4,9,Montpellier,Toulouse,-1
4,9,RC Strasbourg,Nantes,1
4,9,Marsilya,PSG,-1
4,10,Monaco,Angers,-1
4,10,Lille,Lyon,0
4,10,PSG,Lens,1
4,10,Brest,Nice,-1
4,10,Saint-Étienne,RC Strasbourg,1
4,10,Toulouse,Reims,1
4,10,Auxerre,Rennes,1
4,10,Le Havre,Montpellier,1
4,10,Nantes,Marsilya,-1
4,11,Marsilya,Auxerre,-1
4,11,RC Strasbourg,Monaco,-1
4,11,Lens,Nantes,1
4,11,Angers,PSG,-1
4,11,Nice,Lille,0
4,11,Le Havre,Reims,-1
4,11,Rennes,Toulouse,-1
4,11,Montpellier,Brest,1
4,11,Lyon,Saint-Étienne,1
4,12,Monaco,Brest,1
4,12,PSG,Toulouse,1
4,12,Lens,Marsilya,-1
4,12,Saint-Étienne,Montpellier,1
4,12,Reims,Lyon,0
4,12,Lille,Rennes,1
4,12,Nantes,Le Havre,-1
4,12,Auxerre,Angers,1
4,12,Nice,RC Strasbourg,1
4,13,Reims,Lens,-1
4,13,Rennes,Saint-Étienne,1
4,13,Brest,RC Strasbourg,1
4,13,PSG,Nantes,0
4,13,Montpellier,Lille,0
4,13,Toulouse,Auxerre,1
4,13,Lyon,Nice,1
4,13,Le Havre,Angers,-1
4,13,Marsilya,Monaco,1
4,14,Lille,Brest,1
4,14,Auxerre,PSG,0
4,14,Monaco,Toulouse,1
4,14,Nice,Le Havre,1
4,14,Angers,Lyon,-1
4,14,Lens,Montpellier,1
4,14,Nantes,Rennes,1
4,14,RC Strasbourg,Reims,0
4,14,Saint-Étienne,Marsilya,-1
4,15,Toulouse,Saint-Étienne,1
4,15,Marsilya,Lille,0
4,15,Auxerre,Lens,0
4,15,Reims,Monaco,0
4,15,Montpellier,Nice,0
4,15,Brest,Nantes,1
4,15,Rennes,Angers,1
4,15,Le Havre,RC Strasbourg,-1
4,15,PSG,Lyon,1
4,16,Monaco,PSG,-1
4,16,Nice,Rennes,1
4,16,Saint-Étienne,Reims,1
4,16,Lille,Nantes,0
4,16,Lyon,Montpellier,1
4,16,RC Strasbourg,Auxerre,1
4,16,Angers,Brest,1
4,16,Lens,Toulouse,-1
4,16,Marsilya,Le Havre,1
4,17,Nantes,Monaco,0
4,17,Auxerre,Lille,0
4,17,Brest,Lyon,1
4,17,Reims,Nice,-1
4,17,Rennes,Marsilya,-1
4,17,Le Havre,Lens,-1
4,17,Montpellier,Angers,-1
4,17,Toulouse,RC Strasbourg,-1
4,17,PSG,Saint-Étienne,1
4,18,Montpellier,Monaco,1
4,18,Lille,Nice,1
4,18,Lens,PSG,-1
4,18,Rennes,Brest,-1
4,18,Lyon,Toulouse,0
4,18,Saint-Étienne,Nantes,0
4,18,Angers,Auxerre,1
4,18,Reims,Le Havre,0
4,18,Marsilya,RC Strasbourg,0
4,19,Auxerre,Saint-Étienne,0
4,19,Monaco,Rennes,1
4,19,RC Strasbourg,Lille,1
4,19,PSG,Reims,0
4,19,Le Havre,Brest,-1
4,19,Toulouse,Montpellier,-1
4,19,Nantes,Lyon,0
4,19,Lens,Angers,1
4,19,Nice,Marsilya,1
4,20,Montpellier,Lens,-1
4,20,Brest,PSG,-1
4,20,Monaco,Auxerre,1
4,20,Lille,Saint-Étienne,1
4,20,Toulouse,Nice,0
4,20,Rennes,RC Strasbourg,1
4,20,Reims,Nantes,-1
4,20,Angers,Le Havre,0
4,20,Marsilya,Lyon,1
4,21,Nantes,Brest,-1
4,21,PSG,Monaco,1
4,21,Nice,Lens,1
4,21,Lille,Le Havre,-1
4,21,Saint-Étienne,Rennes,-1
4,21,Lyon,Reims,1
4,21,RC Strasbourg,Montpellier,1
4,21,Auxerre,Toulouse,0
4,21,Angers,Marsilya,-1
4,22,Brest,Auxerre,0
4,22,Marsilya,Saint-Étienne,1
4,22,Monaco,Nantes,1
4,22,Toulouse,PSG,-1
4,22,Montpellier,Lyon,-1
4,22,Reims,Angers,-1
4,22,Le Havre,Nice,-1
4,22,Lens,RC Strasbourg,-1
4,22,Rennes,Lille,-1
4,23,Rennes,Reims,1
4,23,Lille,Monaco,1
4,23,Saint-Étienne,Angers,0
4,23,Auxerre,Marsilya,1
4,23,Nantes,Lens,1
4,23,Nice,Montpellier,1
4,23,Le Havre,Toulouse,-1
4,23,RC Strasbourg,Brest,0
4,23,Lyon,PSG,-1
4,24,Monaco,Reims,1
4,24,Saint-Étienne,Nice,-1
4,24,Lens,Le Havre,-1
4,24,PSG,Lille,1
4,24,Lyon,Brest,1
4,24,Montpellier,Rennes,-1
4,24,Angers,Toulouse,-1
4,24,Auxerre,RC Strasbourg,-1
4,24,Marsilya,Nantes,1
4,25,Toulouse,Monaco,0
4,25,Rennes,PSG,-1
4,25,Lille,Montpellier,1
4,25,Marsilya,Lens,-1
4,25,Brest,Angers,1
4,25,Nantes,RC Strasbourg,-1
4,25,Reims,Auxerre,-1
4,25,Le Havre,Saint-Étienne,0
4,25,Nice,Lyon,-1
4,26,Nice,Auxerre,0
4,26,Nantes,Lille,-1
4,26,Angers,Monaco,-1
4,26,Lens,Rennes,1
4,26,Lyon,Le Havre,1
4,26,RC Strasbourg,Toulouse,1
4,26,Brest,Reims,0
4,26,Montpellier,Saint-Étienne,-1
4,26,PSG,Marsilya,1
4,27,RC Strasbourg,Lyon,1
4,27,Reims,Marsilya,1
4,27,Saint-Étienne,PSG,-1
4,27,Monaco,Nice,1
4,27,Toulouse,Brest,-1
4,27,Auxerre,Montpellier,1
4,27,Angers,Rennes,-1
4,27,Le Havre,Nantes,1
4,27,Lille,Lens,1
4,28,Nice,Nantes,-1
4,28,PSG,Angers,1
4,28,Brest,Monaco,1
4,28,Lyon,Lille,1
4,28,Lens,Saint-Étienne,1
4,28,Montpellier,Le Havre,-1
4,28,Rennes,Auxerre,-1
4,28,Reims,RC Strasbourg,-1
4,28,Marsilya,Toulouse,1
4,29,Nantes,PSG,0
4,29,Lens,Reims,-1
4,29,Monaco,Marsilya,1
4,29,Toulouse,Lille,-1
4,29,RC Strasbourg,Nice,0
4,29,Saint-Étienne,Brest,0
4,29,Angers,Montpellier,1
4,29,Le Havre,Rennes,-1
4,29,Auxerre,Lyon,-1
4,30,Rennes,Nantes,1
4,30,PSG,Le Havre,1
4,30,Monaco,RC Strasbourg,0
4,30,Marsilya,Montpellier,1
4,30,Lille,Auxerre,1
4,30,Reims,Toulouse,1
4,30,Nice,Angers,1
4,30,Brest,Lens,-1
4,30,Saint-Étienne,Lyon,1
4,31,PSG,Nice,-1
4,31,RC Strasbourg,Saint-Étienne,1
4,31,Le Havre,Monaco,0
4,31,Lyon,Rennes,1
4,31,Angers,Lille,-1
4,31,Montpellier,Reims,0
4,31,Nantes,Toulouse,0
4,31,Lens,Auxerre,-1
4,31,Marsilya,Brest,1
4,32,Nice,Reims,1
4,32,RC Strasbourg,PSG,-1
4,32,Toulouse,Rennes,1
4,32,Saint-Étienne,Monaco,-1
4,32,Nantes,Angers,-1
4,32,Brest,Montpellier,1
4,32,Lyon,Lens,-1
4,32,Auxerre,Le Havre,-1
4,32,Lille,Marsilya,0
4,33,Rennes,Nice,1
4,33,Angers,RC Strasbourg,1
4,33,Toulouse,Lens,0
4,33,Monaco,Lyon,1
4,33,Brest,Lille,1
4,33,Le Havre,Marsilya,0
4,33,Reims,Saint-Étienne,0
4,33,Montpellier,PSG,0
4,33,Auxerre,Nantes,0
4,34,Nantes,Montpellier,1
4,34,Saint-Étienne,Toulouse,0
4,34,RC Strasbourg,Le Havre,0
4,34,Lyon,Angers,1
4,34,Marsilya,Rennes,1
4,34,Lens,Monaco,1
4,34,Nice,Brest,1
4,34,Lille,Reims,1
4,34,PSG,Auxerre,1
5,1,Genoa,İnter,0
5,1,Parma,Fiorentina,-1
5,1,Milan,Torino,0
5,1,Empoli,Monza,0
5,1,Verona,Napoli,1
5,1,Bologna,Udinese,0
5,1,Cagliari,Roma,0
5,1,Lazio,Venezia,1
5,1,Lecce,Atalanta,-1
5,1,Juventus,Como,1
5,2,Parma,Milan,1
5,2,Udinese,Lazio,1
5,2,İnter,Lecce,1
5,2,Monza,Genoa,-1
5,2,Fiorentina,Venezia,0
5,2,Torino,Atalanta,1
5,2,Napoli,Bologna,1
5,2,Roma,Empoli,-1
5,2,Cagliari,Como,0
5,2,Verona,Juventus,-1
5,3,Venezia,Torino,-1
5,3,İnter,Atalanta,1
5,3,Bologna,Empoli,0
5,3,Lecce,Cagliari,1
5,3,Lazio,Milan,0
5,3,Napoli,Parma,1
5,3,Genoa,Verona,-1
5,3,Fiorentina,Monza,0
5,3,Juventus,Roma,0
5,3,Udinese,Como,1
5,4,Como,Bologna,0
5,4,Empoli,Juventus,0
5,4,Milan,Venezia,1
5,4,Genoa,Roma,0
5,4,Atalanta,Fiorentina,1
5,4,Torino,Lecce,0
5,4,Cagliari,Napoli,-1
5,4,Monza,İnter,0
5,4,Parma,Udinese,-1
5,4,Lazio,Verona,1
5,5,Cagliari,Empoli,-1
5,5,Verona,Torino,-1
5,5,Venezia,Genoa,1
5,5,Juventus,Napoli,0
5,5,Lecce,Parma,0
5,5,Fiorentina,Lazio,1
5,5,Monza,Bologna,-1
5,5,Roma,Udinese,1
5,5,İnter,Milan,-1
5,5,Atalanta,Como,-1
5,6,Milan,Lecce,1
5,6,Udinese,İnter,-1
5,6,Genoa,Juventus,-1
5,6,Bologna,Atalanta,0
5,6,Torino,Lazio,-1
5,6,Como,Verona,1
5,6,Roma,Venezia,1
5,6,Empoli,Fiorentina,0
5,6,Napoli,Monza,1
5,6,Parma,Cagliari,-1
5,7,Napoli,Como,1
5,7,Verona,Venezia,1
5,7,Udinese,Lecce,1
5,7,Atalanta,Genoa,1
5,7,İnter,Torino,1
5,7,Juventus,Cagliari,0
5,7,Lazio,Empoli,1
5,7,Bologna,Parma,0
5,7,Monza,Roma,0
5,7,Fiorentina,Milan,1
5,8,Genoa,Bologna,0
5,8,Como,Parma,0
5,8,Milan,Udinese,1
5,8,Juventus,Lazio,1
5,8,Empoli,Napoli,-1
5,8,Venezia,Atalanta,-1
5,8,Lecce,Fiorentina,-1
5,8,Cagliari,Torino,1
5,8,Roma,İnter,-1
5,8,Verona,Monza,-1
5,9,Udinese,Cagliari,1
5,9,Torino,Como,1
5,9,Napoli,Lecce,1
5,9,Atalanta,Verona,1
5,9,Parma,Empoli,0
5,9,Lazio,Genoa,1
5,9,Monza,Venezia,0
5,9,İnter,Juventus,0
5,9,Fiorentina,Roma,1
5,10,Lecce,Verona,1
5,10,Cagliari,Bologna,-1
5,10,Milan,Napoli,-1
5,10,Venezia,Udinese,1
5,10,Empoli,İnter,-1
5,10,Atalanta,Monza,1
5,10,Juventus,Parma,0
5,10,Genoa,Fiorentina,-1
5,10,Roma,Torino,1
5,10,Como,Lazio,-1
5,11,Bologna,Lecce,1
5,11,Udinese,Juventus,-1
5,11,Monza,Milan,-1
5,11,Napoli,Atalanta,-1
5,11,Torino,Fiorentina,-1
5,11,Verona,Roma,1
5,11,İnter,Venezia,1
5,11,Parma,Genoa,-1
5,11,Empoli,Como,1
5,11,Lazio,Cagliari,1
5,12,Genoa,Como,0
5,12,Lecce,Empoli,0
5,12,Venezia,Parma,-1
5,12,Cagliari,Milan,0
5,12,Juventus,Torino,1
5,12,Atalanta,Udinese,1
5,12,Fiorentina,Verona,1
5,12,Roma,Bologna,-1
5,12,Monza,Lazio,-1
5,12,İnter,Napoli,0
5,13,Verona,İnter,-1
5,13,Milan,Juventus,0
5,13,Parma,Atalanta,-1
5,13,Genoa,Cagliari,0
5,13,Como,Fiorentina,-1
5,13,Torino,Monza,0
5,13,Napoli,Roma,1
5,13,Lazio,Bologna,1
5,13,Empoli,Udinese,0
5,13,Venezia,Lecce,-1
5,14,Cagliari,Verona,1
5,14,Como,Monza,0
5,14,Milan,Empoli,1
5,14,Bologna,Venezia,1
5,14,Udinese,Genoa,-1
5,14,Parma,Lazio,1
5,14,Torino,Napoli,-1
5,14,Fiorentina,İnter,1
5,14,Lecce,Juventus,0
5,14,Roma,Atalanta,-1
5,15,İnter,Parma,1
5,15,Atalanta,Milan,1
5,15,Genoa,Torino,0
5,15,Juventus,Bologna,0
5,15,Roma,Lecce,1
5,15,Fiorentina,Cagliari,1
5,15,Verona,Empoli,-1
5,15,Venezia,Como,0
5,15,Napoli,Lazio,-1
5,15,Monza,Udinese,-1
5,16,Empoli,Torino,-1
5,16,Cagliari,Atalanta,-1
5,16,Udinese,Napoli,-1
5,16,Juventus,Venezia,0
5,16,Lecce,Monza,1
5,16,Bologna,Fiorentina,1
5,16,Parma,Verona,-1
5,16,Como,Roma,1
5,16,Milan,Genoa,0
5,16,Lazio,İnter,-1
5,17,Verona,Milan,-1
5,17,Torino,Bologna,-1
5,17,Genoa,Napoli,-1
5,17,Lecce,Lazio,-1
5,17,Roma,Parma,1
5,17,Venezia,Cagliari,1
5,17,Atalanta,Empoli,1
5,17,Monza,Juventus,-1
5,17,Fiorentina,Udinese,-1
5,17,İnter,Como,1
5,18,Empoli,Genoa,-1
5,18,Parma,Monza,1
5,18,Cagliari,İnter,-1
5,18,Lazio,Atalanta,0
5,18,Udinese,Torino,0
5,18,Napoli,Venezia,1
5,18,Juventus,Fiorentina,0
5,18,Milan,Roma,0
5,18,Como,Lecce,1
5,18,Bologna,Verona,-1
5,19,Venezia,Empoli,0
5,19,Fiorentina,Napoli,-1
5,19,Verona,Udinese,0
5,19,Monza,Cagliari,-1
5,19,Lecce,Genoa,0
5,19,Torino,Parma,0
5,19,Roma,Lazio,1
5,20,Lazio,Como,0
5,20,Empoli,Lecce,-1
5,20,Udinese,Atalanta,0
5,20,Torino,Juventus,0
5,20,Milan,Cagliari,0
5,20,Genoa,Parma,1
5,20,Venezia,İnter,-1
5,20,Bologna,Roma,0
5,20,Napoli,Verona,1
5,20,Monza,Fiorentina,1
5,19,Como,Milan,-1
5,19,Atalanta,Juventus,0
5,19,İnter,Bologna,0
5,21,Roma,Genoa,1
5,21,Bologna,Monza,1
5,21,Juventus,Milan,1
5,21,Atalanta,Napoli,-1
5,21,Fiorentina,Torino,0
5,21,Parma,Venezia,0
5,21,Cagliari,Lecce,1
5,21,Verona,Lazio,-1
5,21,İnter,Empoli,1
5,21,Como,Udinese,-1
5,22,Torino,Cagliari,1
5,22,Como,Atalanta,-1
5,22,Napoli,Juventus,1
5,22,Empoli,Bologna,0
5,22,Milan,Parma,1
5,22,Udinese,Roma,-1
5,22,Lecce,İnter,-1
5,22,Lazio,Fiorentina,-1
5,22,Venezia,Verona,0
5,22,Genoa,Monza,1
5,23,Parma,Lecce,-1
5,23,Udinese,Venezia,1
5,23,Monza,Verona,-1
5,23,Atalanta,Torino,0
5,23,Bologna,Como,1
5,23,Juventus,Empoli,1
5,23,Fiorentina,Genoa,1
5,23,Milan,İnter,0
5,23,Roma,Napoli,0
5,23,Cagliari,Lazio,-1
5,24,Como,Juventus,-1
5,24,Verona,Atalanta,-1
5,24,Empoli,Milan,-1
5,24,Torino,Genoa,0
5,24,Venezia,Roma,-1
5,24,Cagliari,Parma,1
5,24,Lazio,Monza,1
5,24,Lecce,Bologna,0
5,24,Napoli,Udinese,0
5,24,İnter,Fiorentina,1
5,25,Bologna,Torino,1
5,25,Atalanta,Cagliari,0
5,25,Lazio,Napoli,0
5,25,Milan,Verona,1
5,25,Fiorentina,Como,-1
5,25,Monza,Lecce,0
5,25,Udinese,Empoli,1
5,25,Parma,Roma,-1
5,25,Juventus,İnter,1
5,25,Genoa,Venezia,1
5,26,Lecce,Udinese,-1
5,26,Parma,Bologna,1
5,26,Venezia,Lazio,0
5,26,Torino,Milan,1
5,26,İnter,Genoa,1
5,26,Como,Napoli,1
5,26,Verona,Fiorentina,1
5,26,Empoli,Atalanta,-1
5,26,Cagliari,Juventus,-1
5,26,Roma,Monza,1
5,26,Bologna,Milan,1
5,27,Fiorentina,Lecce,1
5,27,Atalanta,Venezia,0
5,27,Napoli,İnter,0
5,27,Udinese,Parma,1
5,27,Monza,Torino,-1
5,27,Genoa,Empoli,0
5,27,Bologna,Cagliari,1
5,27,Roma,Como,1
5,27,Milan,Lazio,-1
5,27,Juventus,Verona,1
5,28,Cagliari,Genoa,0
5,28,Como,Venezia,0
5,28,Parma,Torino,0
5,28,Lecce,Milan,-1
